question,truth
834_1932_0,0
757_1596_1,1
848_1768_0,0
1053_2156_1,1
497_1925_0,0
503_1657_0,0
547_1544_0,0
973_1764_0,0
158_1725_0,0
196_1093_0,0
329_1474_0,0
117_1253_0,0
199_2047_0,0
191_1721_0,0
271_1430_0,0
656_1568_0,0
1039_1649_0,0
58_1189_0,0
269_1430_0,0
95_1168_0,0
252_1329_0,0
200_1146_0,0
948_1713_0,0
446_1528_0,0
401_1721_0,0
1010_2120_0,0
890_1663_0,0
767_1249_0,0
712_1867_0,0
371_2048_0,0
38_1893_0,0
717_1862_0,0
251_1223_0,0
864_1470_0,0
806_1212_0,0
481_1528_0,0
586_1111_0,0
596_1712_0,0
848_1728_0,0
678_2159_0,0
588_1312_0,0
109_1325_0,0
941_1669_0,0
570_1772_0,0
826_1620_0,0
496_2073_0,0
653_1983_0,0
851_1902_0,0
701_1413_0,0
947_2043_0,0
666_1384_0,0
75_1953_0,0
966_1134_0,0
210_1563_1,1
658_1474_0,0
306_1452_0,0
1053_2116_0,0
901_1875_0,0
750_1720_1,1
741_1972_1,1
995_1992_0,0
177_1242_0,0
179_1477_0,0
776_1798_0,0
720_1881_0,0
185_1377_0,0
371_1669_0,0
191_1223_0,0
639_1975_0,0
841_1907_0,0
251_1598_0,0
658_1221_0,0
61_1153_0,0
624_1664_0,0
444_1587_0,0
353_1651_0,0
407_1470_0,0
650_1762_0,0
186_1399_0,0
842_1956_1,1
706_1591_0,0
217_1282_0,0
420_1249_0,0
898_1704_0,0
377_1912_0,0
353_1154_0,0
485_1743_0,0
753_1920_0,0
253_1432_1,1
635_1607_1,1
481_1688_0,0
598_1915_1,1
839_1906_0,0
835_1566_0,0
541_2004_0,0
988_1623_0,0
840_1899_0,0
186_1506_0,0
1081_1355_0,0
349_1622_0,0
854_1745_0,0
511_1628_0,0
595_1717_0,0
943_1913_0,0
676_1921_0,0
882_2065_0,0
647_2116_0,0
739_1995_0,0
1057_1379_0,0
133_1232_0,0
841_1905_0,0
755_1628_0,0
206_1364_1,1
306_2130_0,0
807_1481_0,0
1076_1240_0,0
903_1709_0,0
682_1802_0,0
534_1806_0,0
592_1772_1,1
948_1617_0,0
237_1300_0,0
665_1543_0,0
577_1926_0,0
968_2139_0,0
903_1701_0,0
1001_1689_0,0
379_1613_0,0
902_1626_0,0
837_2116_0,0
835_1562_0,0
711_1733_0,0
547_1650_0,0
785_1491_0,0
613_1667_0,0
803_2007_1,1
532_1835_0,0
808_1956_0,0
577_1624_0,0
182_1214_0,0
534_1542_0,0
185_1539_0,0
989_2104_1,1
371_1809_0,0
171_1153_0,0
729_1124_0,0
257_1220_0,0
267_1429_0,0
96_1169_1,1
923_2090_0,0
820_2137_0,0
964_1171_0,0
135_1175_0,0
567_1748_0,0
618_1749_0,0
582_1749_0,0
978_1482_0,0
849_1908_0,0
427_1154_0,0
750_1543_0,0
853_1905_0,0
534_1381_0,0
269_1426_0,0
590_1311_0,0
681_1975_0,0
678_2065_0,0
179_1377_0,0
998_1500_0,0
620_1781_0,0
668_2047_0,0
515_1629_1,1
451_1661_0,0
874_2142_1,1
59_1147_1,1
36_1289_0,0
983_2119_0,0
820_1885_1,1
738_2103_0,0
465_1660_0,0
546_1824_0,0
385_1523_0,0
808_2094_0,0
886_1701_0,0
852_1898_1,1
513_2006_0,0
886_1500_0,0
36_1281_1,1
563_1433_0,0
1054_1146_0,0
591_1945_0,0
110_1171_0,0
1021_1192_0,0
691_1865_0,0
866_1618_0,0
483_1593_0,0
947_1624_0,0
329_1382_0,0
324_1610_0,0
10_1139_0,0
332_1338_0,0
688_2075_0,0
428_1220_0,0
1003_1342_0,0
903_1624_0,0
506_1645_0,0
149_1440_0,0
563_2064_0,0
738_2065_0,0
761_1551_1,1
932_2112_0,0
944_1454_0,0
475_2148_1,1
320_2133_0,0
1005_1195_0,0
155_1161_0,0
226_1329_0,0
902_1689_0,0
925_2041_1,1
843_1909_0,0
143_1713_0,0
31_1125_0,0
482_1701_0,0
686_1541_0,0
555_1518_0,0
595_1722_0,0
577_1962_0,0
842_1557_0,0
477_1814_0,0
919_2090_0,0
884_1689_0,0
657_1891_1,1
487_1626_0,0
1032_1519_0,0
1019_1895_0,0
443_1662_1,1
435_1337_0,0
839_1758_0,0
604_2166_1,1
434_1165_0,0
1000_1383_0,0
481_1669_0,0
422_1621_0,0
271_1260_0,0
165_1154_0,0
956_1283_0,0
214_1958_0,0
227_1528_1,1
992_2037_0,0
241_1419_1,1
771_1251_0,0
738_2159_0,0
522_1619_0,0
734_1969_1,1
1016_1371_0,0
401_1381_0,0
962_1179_0,0
1081_1192_0,0
482_1814_0,0
429_1630_0,0
510_1948_0,0
665_1715_1,1
478_1481_0,0
565_1807_0,0
831_1415_0,0
996_2004_0,0
513_1628_0,0
376_1429_0,0
1045_2053_0,0
111_1183_1,1
716_1946_0,0
63_1242_0,0
531_1746_0,0
365_1146_0,0
343_1987_0,0
480_1809_0,0
79_1528_0,0
529_1844_0,0
492_1818_1,1
110_1170_0,0
710_1916_0,0
915_2086_1,1
993_2036_0,0
573_1740_1,1
191_1221_1,1
616_1598_0,0
573_2053_0,0
1039_1946_0,0
659_1578_0,0
577_2042_0,0
293_1448_0,0
226_1497_0,0
441_1663_0,0
94_1168_0,0
826_1709_0,0
54_1208_1,1
790_1542_0,0
281_1381_0,0
709_1781_0,0
110_2047_0,0
855_1585_0,0
27_1652_0,0
632_1842_0,0
443_1658_0,0
577_1711_0,0
66_1651_0,0
447_2153_0,0
478_2074_0,0
78_1430_0,0
121_1258_0,0
295_1273_0,0
865_2091_0,0
358_1935_0,0
302_1508_0,0
626_1842_0,0
1057_1389_1,1
216_1282_0,0
1040_1165_0,0
191_1382_0,0
765_1723_1,1
330_1116_0,0
413_1263_0,0
346_1743_0,0
45_1837_0,0
655_1925_0,0
38_1883_0,0
167_1911_1,1
986_1993_0,0
697_1856_0,0
780_1737_1,1
651_1757_0,0
891_1633_0,0
346_2048_0,0
947_2073_1,1
387_1400_0,0
570_1728_1,1
980_2122_0,0
645_1717_1,1
481_1623_0,0
575_1501_0,0
902_1713_0,0
412_1794_0,0
268_1429_0,0
644_1598_0,0
958_2040_1,1
984_2023_1,1
932_2059_0,0
163_1193_1,1
306_2054_0,0
679_1724_0,0
644_1722_0,0
45_1822_0,0
285_1753_0,0
480_1928_0,0
997_2122_1,1
776_1945_0,0
121_1350_1,1
173_1331_0,0
786_1347_0,0
529_1835_0,0
384_1565_0,0
688_1875_0,0
355_1549_0,0
159_1289_1,1
192_1722_0,0
799_1148_0,0
169_1146_0,0
257_2157_0,0
530_1292_0,0
765_1715_0,0
257_1718_0,0
483_1712_0,0
513_1746_0,0
227_1667_0,0
941_1557_0,0
750_1384_0,0
848_1749_0,0
537_2008_0,0
280_1714_0,0
1000_1384_0,0
1037_2120_0,0
536_1381_0,0
1019_1567_1,1
998_2074_0,0
828_1087_1,1
30_1125_1,1
632_1650_0,0
942_1743_0,0
893_1919_0,0
440_1587_0,0
742_1922_0,0
445_1874_0,0
531_1961_0,0
676_1974_0,0
15_1384_0,0
850_1757_0,0
750_1474_0,0
165_1240_0,0
143_1711_0,0
686_1528_0,0
765_1720_0,0
577_1593_0,0
977_2051_0,0
852_1906_0,0
902_1736_0,0
285_1752_0,0
63_1651_0,0
580_1749_0,0
521_1620_0,0
926_1843_0,0
428_1723_0,0
1080_1104_1,1
795_1909_0,0
368_1338_0,0
459_1663_0,0
967_2088_0,0
496_2074_0,0
313_1569_0,0
154_1329_1,1
670_1814_0,0
477_1655_0,0
332_1471_0,0
107_1084_0,0
667_1796_0,0
213_1122_0,0
49_1145_1,1
681_2159_0,0
480_1481_0,0
478_1926_1,1
902_1926_0,0
1000_1723_0,0
980_1995_0,0
934_2113_0,0
912_2089_0,0
171_1242_1,1
792_1374_1,1
547_1732_0,0
120_1153_0,0
884_1993_1,1
470_1636_0,0
343_1618_0,0
577_1656_0,0
488_1713_0,0
714_2146_0,0
839_1897_0,0
616_1717_0,0
251_1717_0,0
715_1401_0,0
846_1899_0,0
987_2053_0,0
1020_1197_0,0
826_1886_0,0
1016_2163_1,1
17_1305_1,1
366_1093_0,0
201_1711_0,0
1009_1933_0,0
346_1501_1,1
38_2161_0,0
670_1664_0,0
61_1770_0,0
686_1709_0,0
575_1713_0,0
480_1713_0,0
597_1709_0,0
913_2086_0,0
841_1758_0,0
795_1900_0,0
748_1481_0,0
1057_1241_0,0
800_1214_0,0
480_1814_0,0
645_1722_0,0
687_1793_0,0
471_1663_0,0
618_1801_0,0
790_1714_0,0
587_1230_0,0
675_1921_0,0
913_2089_0,0
919_2150_0,0
647_2033_0,0
905_1992_0,0
79_1698_0,0
299_1435_0,0
988_1655_0,0
421_1477_0,0
742_2065_0,0
591_1650_0,0
672_1906_0,0
652_1924_0,0
718_1252_0,0
644_2157_0,0
92_1353_0,0
716_1798_0,0
465_1659_0,0
655_1640_0,0
509_1694_1,1
998_2082_0,0
974_1484_0,0
1061_1688_0,0
670_1713_0,0
289_1084_0,0
1040_2045_0,0
533_1675_0,0
241_1511_0,0
429_1675_0,0
594_1496_0,0
772_1774_0,0
847_1908_0,0
24_1280_0,0
866_2094_0,0
817_1790_0,0
434_1179_0,0
862_1940_1,1
844_1905_1,1
829_1522_0,0
541_1630_0,0
847_1900_0,0
923_2089_0,0
501_1643_0,0
92_1354_0,0
189_1955_0,0
885_1514_0,0
678_2103_0,0
721_1883_0,0
807_1244_0,0
536_1708_0,0
764_1393_0,0
445_1496_0,0
1001_1257_0,0
96_1180_0,0
726_2004_0,0
141_1435_1,1
192_1723_0,0
326_1628_0,0
723_1880_0,0
1019_1424_0,0
580_1776_0,0
915_2090_0,0
12_1259_0,0
535_1720_0,0
668_1180_0,0
197_1989_0,0
379_1978_0,0
371_1500_0,0
883_1993_0,0
843_1906_0,0
670_1875_0,0
932_1100_0,0
567_2053_0,0
89_1994_0,0
686_1496_0,0
1019_1254_0,0
663_1578_0,0
645_1382_0,0
1026_1090_1,1
536_1474_0,0
42_1893_1,1
481_1593_0,0
1016_1591_0,0
490_1626_0,0
988_1234_0,0
578_1874_0,0
38_1862_0,0
978_1608_0,0
813_1499_0,0
775_1889_1,1
928_1386_0,0
291_1190_0,0
623_1897_0,0
651_2070_0,0
755_1630_0,0
192_1715_0,0
949_1814_0,0
768_2023_0,0
135_1091_1,1
754_1983_0,0
257_1806_0,0
1012_1597_0,0
16_1382_0,0
714_1799_0,0
655_1639_0,0
416_1338_0,0
618_1768_0,0
379_2004_0,0
748_1814_0,0
478_2042_0,0
832_2006_1,1
274_1171_0,0
988_1688_0,0
349_1491_0,0
644_1718_0,0
978_1760_0,0
296_1562_0,0
496_1712_0,0
510_2035_0,0
804_1775_0,0
687_2071_0,0
658_1666_0,0
816_1786_1,1
1002_1557_0,0
966_1153_0,0
1040_1179_0,0
530_1846_0,0
192_1720_0,0
956_2121_0,0
63_1134_0,0
353_1241_0,0
182_2094_0,0
903_2073_0,0
492_2018_0,0
56_1307_1,1
204_1249_1,1
672_1759_0,0
333_1467_0,0
845_1907_0,0
488_1625_0,0
646_1136_0,0
21_1388_0,0
1062_1523_0,0
737_1974_0,0
61_1130_0,0
401_1715_0,0
1015_1818_0,0
13_1144_0,0
576_1528_0,0
790_1382_0,0
371_1726_0,0
545_1781_0,0
111_2021_0,0
615_1718_0,0
480_1666_0,0
941_1962_0,0
465_1698_0,0
546_1968_0,0
847_1898_0,0
327_2077_0,0
580_1801_0,0
935_2113_0,0
606_1605_1,1
964_1314_0,0
264_1574_1,1
799_1410_0,0
398_1370_1,1
568_1749_0,0
512_1632_0,0
790_1383_0,0
358_2068_0,0
114_1310_0,0
382_1466_0,0
517_2004_0,0
806_1330_0,0
949_1593_0,0
400_1134_0,0
552_1951_0,0
106_1560_1,1
280_1383_1,1
628_1555_0,0
889_2060_0,0
907_1670_0,0
504_1641_0,0
798_1142_0,0
927_1386_0,0
920_2092_0,0
791_1687_1,1
143_1656_0,0
368_1548_1,1
526_1630_0,0
487_2076_0,0
329_1223_0,0
947_2094_0,0
515_1630_0,0
1007_1216_0,0
901_1528_0,0
793_1803_0,0
754_1966_0,0
907_1809_0,0
562_1781_0,0
963_1183_0,0
542_1321_0,0
60_1098_1,1
901_1736_0,0
835_1192_0,0
481_1496_0,0
869_2019_0,0
530_2064_0,0
463_1197_0,0
25_1174_0,0
575_1818_0,0
414_2033_0,0
475_1759_0,0
281_1382_0,0
478_1623_0,0
1_1792_0,0
485_1987_0,0
575_2048_0,0
401_1723_0,0
420_1385_0,0
765_1417_0,0
441_1523_0,0
688_1928_1,1
680_1761_0,0
776_1842_0,0
748_1618_0,0
1001_1809_0,0
14_1289_0,0
706_1662_0,0
182_1593_0,0
866_2019_1,1
893_1812_0,0
490_1713_0,0
793_1970_0,0
904_1625_0,0
33_1139_0,0
884_2042_0,0
501_1925_0,0
962_1183_0,0
902_2082_0,0
131_1189_0,0
1046_1484_0,0
595_2094_0,0
427_1379_0,0
115_1553_0,0
213_1408_0,0
875_1992_0,0
375_1413_1,1
956_2139_0,0
116_1390_0,0
478_1624_0,0
354_1515_1,1
33_1220_0,0
144_1146_0,0
272_1999_0,0
982_2134_0,0
907_2094_0,0
988_1874_0,0
945_2037_0,0
734_1945_0,0
97_1103_0,0
824_1097_1,1
684_2158_0,0
678_1922_0,0
481_1541_0,0
153_1717_0,0
446_2008_0,0
797_1234_0,0
878_1745_0,0
551_1274_0,0
772_1878_0,0
330_1806_0,0
960_2110_0,0
861_2112_0,0
433_1337_0,0
195_1566_0,0
1023_1192_0,0
277_1421_0,0
407_1585_0,0
251_1708_0,0
297_1436_0,0
434_1314_0,0
682_2012_1,1
949_2094_0,0
895_1674_0,0
477_1687_0,0
490_1618_0,0
796_1903_1,1
353_1141_0,0
688_1712_0,0
214_1407_0,0
471_1588_0,0
510_1676_0,0
382_1564_0,0
623_1902_0,0
483_2074_0,0
512_1961_0,0
271_1426_1,1
1012_1721_0,0
582_1776_0,0
910_2016_0,0
213_1403_0,0
1008_1400_0,0
918_2150_0,0
852_1759_0,0
884_2008_0,0
111_1168_0,0
1037_1886_0,0
903_1500_0,0
1049_1318_0,0
714_1732_1,1
43_1882_0,0
966_1242_0,0
875_1557_0,0
859_2108_1,1
421_1357_0,0
933_1100_0,0
512_1595_0,0
214_1408_0,0
723_1427_0,0
160_1963_0,0
371_1885_0,0
1026_1082_0,0
487_2073_0,0
656_1512_0,0
831_1915_0,0
683_1922_0,0
1060_1529_1,1
486_2050_0,0
120_1770_0,0
886_1670_0,0
154_1496_0,0
215_1085_1,1
975_2162_1,1
463_1192_0,0
577_1736_0,0
901_1993_0,0
91_1337_0,0
511_1630_0,0
658_1384_0,0
270_2161_0,0
536_1722_0,0
65_1130_0,0
97_1182_0,0
683_2159_0,0
858_1688_0,0
592_1801_0,0
573_1762_0,0
281_1542_0,0
864_2091_0,0
254_1712_0,0
351_1541_0,0
191_1719_0,0
895_1632_0,0
755_1994_0,0
481_2073_0,0
72_1429_0,0
1081_1567_0,0
660_1752_0,0
818_1511_0,0
613_1527_0,0
369_1548_0,0
428_1543_0,0
684_1967_0,0
483_2042_0,0
445_1993_0,0
568_1757_0,0
703_1854_0,0
628_1554_1,1
559_1424_1,1
586_1345_0,0
573_2070_0,0
454_1105_0,0
963_1448_0,0
353_1375_1,1
122_1424_0,0
782_1831_0,0
435_1169_0,0
642_1152_0,0
627_1206_0,0
738_1975_0,0
585_1777_0,0
964_1182_0,0
570_1745_0,0
769_1156_0,0
27_1630_0,0
681_1967_0,0
296_1197_0,0
482_1689_0,0
482_1928_0,0
654_1920_0,0
309_1427_0,0
103_1621_0,0
576_1663_0,0
314_1930_0,0
370_1546_1,1
561_1594_0,0
927_2050_1,1
928_1354_0,0
667_1777_0,0
297_1400_0,0
201_1962_0,0
365_1234_0,0
516_1631_1,1
948_1709_0,0
258_1433_0,0
517_1682_0,0
62_1158_0,0
503_1635_1,1
666_1715_0,0
826_1987_1,1
65_1156_0,0
110_1181_1,1
15_1599_0,0
534_1417_0,0
1000_1806_0,0
720_1894_0,0
536_1599_0,0
793_1804_0,0
583_1742_0,0
580_1768_0,0
46_1953_0,0
185_1621_0,0
806_1244_0,0
858_1689_0,0
578_1735_0,0
65_1379_0,0
1061_1743_1,1
352_1584_0,0
293_1337_0,0
177_1134_0,0
957_1582_0,0
44_1429_0,0
332_1468_1,1
678_1972_0,0
248_1402_0,0
480_1670_0,0
892_1583_1,1
905_1709_0,0
911_2130_0,0
65_1651_0,0
851_1907_0,0
870_1941_1,1
324_1483_0,0
960_1912_0,0
199_1103_0,0
192_1221_0,0
110_2045_0,0
489_1305_0,0
769_1134_0,0
219_1094_1,1
549_1747_0,0
964_1180_0,0
66_1134_0,0
738_1974_0,0
591_1840_0,0
441_1636_1,1
94_1170_0,0
649_1540_1,1
496_1875_0,0
741_1971_0,0
710_1973_1,1
261_1754_0,0
11_1117_0,0
534_1598_0,0
947_2082_0,0
1000_2157_1,1
414_1937_0,0
540_1744_0,0
504_1642_0,0
848_1762_0,0
299_1398_0,0
924_2092_0,0
143_2094_0,0
492_2140_0,0
709_1798_0,0
673_2104_0,0
577_2076_0,0
212_1407_0,0
109_1285_0,0
546_1650_0,0
226_1697_0,0
706_1815_1,1
851_1908_1,1
686_1656_0,0
484_1688_0,0
346_1557_0,0
180_1251_1,1
942_1500_0,0
421_1286_0,0
1038_1843_0,0
709_1842_0,0
94_1179_1,1
564_2064_0,0
20_1122_0,0
182_1962_0,0
688_1668_0,0
534_1718_0,0
941_1623_0,0
165_1770_0,0
61_1240_0,0
482_1666_0,0
947_1928_0,0
690_1868_0,0
353_1134_0,0
921_2089_0,0
483_1928_0,0
182_1481_0,0
20_1129_0,0
842_1668_0,0
257_1132_0,0
980_1963_0,0
808_2140_0,0
487_1735_0,0
449_1814_0,0
91_1353_0,0
530_1395_0,0
947_1656_0,0
854_1749_0,0
790_1730_0,0
684_1922_0,0
291_1881_0,0
499_1644_0,0
443_1590_0,0
631_1946_0,0
706_1592_0,0
683_1972_0,0
756_1639_0,0
993_2023_0,0
144_1376_0,0
447_1962_0,0
948_2094_0,0
562_1816_0,0
949_1626_0,0
280_1723_0,0
681_1921_0,0
530_1676_0,0
242_1527_0,0
530_1844_1,1
553_1680_0,0
1008_1535_0,0
101_1175_0,0
264_2129_0,0
403_1482_1,1
907_2049_1,1
365_1410_0,0
483_1541_0,0
764_2040_0,0
853_1901_0,0
692_1866_0,0
869_1617_0,0
481_1926_0,0
598_1531_0,0
858_1610_0,0
515_1819_0,0
333_1319_0,0
595_1718_0,0
933_2072_0,0
922_2089_0,0
65_1390_0,0
917_2090_0,0
715_1867_0,0
44_1431_0,0
853_1909_1,1
769_1529_0,0
105_1754_0,0
808_1744_0,0
840_1897_0,0
842_2073_0,0
498_1917_0,0
619_2165_0,0
466_1685_0,0
478_1557_0,0
712_1868_0,0
33_1723_0,0
151_1278_0,0
853_1906_0,0
750_1715_0,0
1002_2049_0,0
987_1749_0,0
806_2131_0,0
420_1406_1,1
343_1956_0,0
750_1689_0,0
839_1908_0,0
737_2158_0,0
198_1227_0,0
658_1720_0,0
257_1708_0,0
883_1340_0,0
789_1815_0,0
986_1701_0,0
665_1708_0,0
505_1643_0,0
901_1711_0,0
826_1500_0,0
492_1593_0,0
776_1816_0,0
285_1578_0,0
111_2046_0,0
870_2072_0,0
496_1735_0,0
111_1182_0,0
534_1715_0,0
311_1483_1,1
637_1843_0,0
1060_1128_0,0
80_1231_1,1
184_2167_0,0
481_2043_0,0
891_1622_1,1
620_1946_0,0
536_1718_0,0
143_1928_0,0
690_1867_0,0
849_1907_1,1
637_1931_0,0
270_1191_0,0
79_1928_0,0
74_2167_0,0
903_1623_0,0
116_1389_0,0
610_1733_0,0
490_1814_0,0
379_1615_1,1
723_1863_0,0
991_2125_0,0
902_1962_0,0
191_1720_0,0
271_1431_0,0
554_1819_0,0
645_1598_0,0
955_1391_1,1
865_2085_0,0
802_1318_0,0
990_2153_1,1
445_1712_1,1
578_1818_0,0
531_1395_0,0
902_1743_0,0
1022_1093_0,0
540_1668_0,0
880_1972_0,0
419_1357_0,0
345_1566_0,0
947_1623_0,0
864_2085_0,0
114_1575_0,0
776_1841_0,0
743_1856_1,1
843_1905_0,0
612_2165_0,0
447_1990_0,0
616_1543_0,0
536_1116_0,0
559_1453_0,0
428_1714_0,0
754_1924_0,0
562_1649_0,0
130_1950_1,1
801_1187_0,0
251_1417_1,1
547_1799_0,0
569_2070_0,0
546_1798_0,0
446_1926_0,0
1012_1222_0,0
203_1546_0,0
326_1994_0,0
693_1867_1,1
410_1177_1,1
1005_1751_0,0
256_1950_0,0
800_1818_0,0
481_1666_0,0
1071_1884_0,0
711_2081_0,0
750_1721_0,0
57_1188_0,0
689_1127_0,0
995_1993_0,0
901_1593_0,0
351_1528_0,0
726_1769_1,1
720_1882_1,1
836_1937_0,0
965_2016_1,1
948_1656_0,0
915_2089_0,0
803_1595_0,0
675_1972_0,0
967_2092_0,0
781_1192_0,0
957_1269_0,0
587_1127_0,0
1001_1610_0,0
94_1180_0,0
484_1496_0,0
401_1384_0,0
988_1624_0,0
812_1766_0,0
882_1982_0,0
441_1660_0,0
481_1701_0,0
575_1664_1,1
307_1471_0,0
776_1996_1,1
910_1386_0,0
131_1188_0,0
684_1916_0,0
481_1689_0,0
299_1505_0,0
99_1275_1,1
451_1636_0,0
227_1527_0,0
314_1821_1,1
575_1744_0,0
1081_1254_0,0
541_2005_0,0
252_1497_1,1
364_1622_0,0
1018_2004_0,0
81_1157_1,1
952_1510_0,0
1048_1134_0,0
663_1753_0,0
901_1809_0,0
626_1841_0,0
357_1927_0,0
297_1458_1,1
647_2115_1,1
250_1407_0,0
938_1661_0,0
522_1617_1,1
710_1971_0,0
541_1628_0,0
894_1374_0,0
891_2016_0,0
326_1679_0,0
343_1709_0,0
296_1093_0,0
257_1542_0,0
111_1166_0,0
740_1707_0,0
968_2138_1,1
433_2045_0,0
139_1227_0,0
693_1866_1,1
176_1361_0,0
525_1671_0,0
379_1769_0,0
597_1257_0,0
505_1960_0,0
636_1745_1,1
571_1745_0,0
776_1946_0,0
936_2113_0,0
786_1203_0,0
718_1883_0,0
921_2087_0,0
459_2061_0,0
579_1793_0,0
181_2018_0,0
534_1543_0,0
1045_1745_0,0
1076_1153_0,0
105_1195_1,1
484_1655_0,0
508_1692_1,1
851_1609_0,0
805_1762_0,0
562_1968_0,0
700_1854_0,0
759_1134_0,0
756_1765_0,0
123_1228_1,1
290_1426_0,0
765_1718_0,0
382_1549_0,0
808_1625_0,0
66_1202_0,0
66_1389_0,0
433_1314_0,0
1038_1969_0,0
901_1623_0,0
482_1623_0,0
181_1481_0,0
536_1221_0,0
562_1841_0,0
759_1529_0,0
269_1427_0,0
818_1789_1,1
681_1972_0,0
412_1727_1,1
598_2136_0,0
535_1718_0,0
986_1666_0,0
532_1675_0,0
714_1913_0,0
940_1232_0,0
33_1598_0,0
478_1528_0,0
926_2031_0,0
481_1735_0,0
578_1655_0,0
352_1325_0,0
988_1818_0,0
959_1108_0,0
490_2076_0,0
372_1915_0,0
400_1493_0,0
902_2062_0,0
726_1674_0,0
963_1171_0,0
58_1287_0,0
662_1578_0,0
480_1618_0,0
696_2081_0,0
790_1723_0,0
740_1704_0,0
385_1520_1,1
465_1661_0,0
979_1212_0,0
841_1904_0,0
578_1688_0,0
713_1864_0,0
568_1776_0,0
808_1735_0,0
676_1971_0,0
345_1197_0,0
866_1619_0,0
949_2076_0,0
674_1871_0,0
329_1383_0,0
748_1709_0,0
88_1202_0,0
533_1747_0,0
445_1873_0,0
852_1905_0,0
785_2016_0,0
611_1970_0,0
92_1179_0,0
1040_1183_0,0
886_1814_0,0
650_2070_0,0
502_1638_0,0
1012_1722_0,0
257_1721_0,0
345_1099_0,0
92_1169_0,0
595_1721_0,0
294_1261_0,0
988_1926_0,0
351_1873_0,0
549_1746_0,0
350_2128_1,1
884_1688_0,0
13_1277_0,0
477_1928_0,0
463_1090_0,0
1023_1567_0,0
755_1646_0,0
12_1221_0,0
120_1240_0,0
675_2103_0,0
254_1329_0,0
188_1359_0,0
46_1952_0,0
371_1656_0,0
1000_1382_0,0
164_1618_0,0
565_1846_0,0
932_2113_1,1
581_1776_0,0
702_2116_0,0
670_1669_0,0
799_1318_0,0
684_1972_0,0
665_1383_0,0
308_1471_0,0
989_1991_0,0
840_1903_0,0
502_1645_0,0
100_1102_0,0
346_1664_0,0
665_1716_0,0
869_1481_0,0
748_1656_0,0
902_1234_0,0
979_1481_0,0
1061_2008_0,0
759_1242_0,0
486_1320_0,0
778_1723_0,0
722_1976_1,1
988_1711_0,0
804_1745_0,0
376_1428_0,0
959_1173_0,0
483_1497_0,0
445_1656_0,0
652_1920_0,0
800_1593_0,0
1063_2092_0,0
870_2169_0,0
575_2140_0,0
88_1242_0,0
637_1842_0,0
577_1818_0,0
858_1814_0,0
129_1368_0,0
371_1992_0,0
963_2021_0,0
546_2146_0,0
263_1298_1,1
846_1903_0,0
783_1808_1,1
990_1989_0,0
570_1768_0,0
616_1719_0,0
772_2031_0,0
942_2048_0,0
490_1709_0,0
536_1417_0,0
1002_1625_0,0
441_1590_0,0
795_1907_0,0
97_2046_0,0
986_1712_0,0
54_2104_0,0
632_1843_0,0
514_1628_0,0
842_1987_0,0
477_1712_0,0
546_1842_0,0
607_1605_0,0
483_1528_0,0
433_1168_0,0
672_1905_0,0
396_1465_0,0
631_1732_0,0
485_1557_0,0
293_1314_0,0
907_1666_0,0
979_1552_0,0
567_1729_1,1
844_1609_0,0
611_1650_0,0
535_1597_1,1
619_1779_0,0
1077_1608_0,0
1008_1458_0,0
678_1967_0,0
844_1906_0,0
349_2055_0,0
658_2157_0,0
748_1987_0,0
575_1500_0,0
535_1806_0,0
568_1745_0,0
478_1593_0,0
734_1913_0,0
237_1854_0,0
528_1820_1,1
987_1762_0,0
882_1972_0,0
171_1651_0,0
1030_1444_1,1
45_1823_0,0
1062_1590_0,0
900_1704_0,0
904_2043_1,1
900_2028_1,1
645_1381_0,0
620_1732_0,0
1056_2112_0,0
1010_1665_1,1
608_1654_1,1
478_1735_0,0
844_1898_0,0
918_2086_0,0
994_1149_0,0
953_1510_0,0
563_1835_0,0
882_1973_0,0
373_1701_0,0
631_1840_0,0
664_1337_1,1
576_1162_0,0
563_1395_0,0
907_1956_0,0
865_1470_0,0
419_1118_0,0
480_2073_0,0
94_1337_0,0
903_2008_0,0
295_1833_0,0
812_2146_0,0
445_1818_0,0
171_1390_0,0
834_2080_0,0
329_1720_0,0
288_1462_1,1
503_2125_0,0
485_1744_0,0
710_1982_0,0
354_1188_0,0
192_1718_0,0
482_2008_0,0
191_1708_0,0
236_1854_0,0
742_1921_0,0
502_1640_0,0
910_1490_0,0
524_1683_0,0
880_2103_0,0
275_2018_0,0
479_1601_0,0
228_1207_1,1
610_1780_1,1
676_1922_0,0
1018_1635_0,0
16_1381_0,0
988_1962_0,0
961_1448_0,0
1044_1150_0,0
500_1640_0,0
923_2083_0,0
718_1893_0,0
717_1882_0,0
795_1908_0,0
823_1800_1,1
903_1926_0,0
459_1662_0,0
169_1234_0,0
967_2089_0,0
845_1902_0,0
1000_1598_0,0
484_1928_0,0
998_1713_0,0
805_1778_1,1
933_2112_1,1
1012_1719_0,0
575_1655_0,0
297_1506_0,0
766_1574_0,0
616_2157_0,0
194_1533_0,0
446_1992_0,0
334_1861_0,0
684_2103_0,0
549_1676_0,0
853_1609_0,0
542_1819_0,0
487_1711_0,0
254_1928_0,0
583_1750_1,1
460_1547_0,0
577_1655_0,0
903_1557_0,0
1022_1355_0,0
907_1327_0,0
839_1898_0,0
938_2011_1,1
626_1798_0,0
313_1568_0,0
428_1806_0,0
